Total E proteins found: 1438
Complete E proteins (480-510 aa): 1373

ALL E PROTEINS:
AND82428.1: 490 aa
AND82427.1: 490 aa
AND82426.1: 491 aa
ANI24462.1: 495 aa
ANI24461.1: 495 aa
ANI24459.1: 495 aa
ANI24458.1: 495 aa
ANI24456.1: 495 aa
ANI24452.1: 495 aa
ANI24446.1: 495 aa
ANI24444.1: 495 aa
ANI24437.1: 495 aa
ANI24436.1: 495 aa
ANI24434.1: 495 aa
ANI24433.1: 495 aa
ANI24429.1: 495 aa
ANI24427.1: 495 aa
ANI24426.1: 495 aa
ANI24425.1: 495 aa
ANI24424.1: 495 aa
ANI24423.1: 495 aa
ANI24421.1: 495 aa
ANI24416.1: 495 aa
ALV85418.1: 495 aa
AJL35016.1: 495 aa
ANA11749.1: 495 aa
ANA11747.1: 495 aa
ANA11740.1: 495 aa
ANA11739.1: 495 aa
AMY96430.1: 493 aa
AMD81963.1: 480 aa
AMD81962.1: 480 aa
AMD81961.1: 480 aa
AMD81959.1: 480 aa
ALD49775.1: 495 aa
ALD49772.1: 495 aa
ALD49770.1: 495 aa
ALD49765.1: 495 aa
ALD49764.1: 495 aa
ALD49762.1: 495 aa
ALD49758.1: 495 aa
ALD49753.1: 495 aa
ALD49749.1: 495 aa
ALD49746.1: 495 aa
AJW31544.1: 495 aa
AMO26067.1: 487 aa
AMO26066.1: 486 aa
AMK74872.1: 495 aa
AMH86011.1: 495 aa
ALE99424.1: 495 aa
AJA91006.1: 495 aa
AJA91004.1: 495 aa
AJA91002.1: 495 aa
AJA90999.1: 495 aa
AJA90995.1: 495 aa
AJA90992.1: 495 aa
AJA90982.1: 495 aa
AKU48231.1: 495 aa
ALP75864.1: 495 aa
ALP75857.1: 495 aa
ALL54581.1: 490 aa
ALL54580.1: 490 aa
ALB34706.1: 505 aa
ALB34705.1: 504 aa
ALB34703.1: 501 aa
ALB34702.1: 496 aa
ALB34701.1: 496 aa
ALB34700.1: 501 aa
ALB34699.1: 499 aa
ALB34698.1: 501 aa
ALB34697.1: 502 aa
ALB34696.1: 500 aa
ALB34695.1: 499 aa
ALB34694.1: 502 aa
ALB34693.1: 500 aa
ALB34692.1: 499 aa
ALB34691.1: 501 aa
ALB34690.1: 502 aa
ALB34689.1: 502 aa
ALB34688.1: 501 aa
ALB34687.1: 497 aa
ALB34685.1: 506 aa
ALB34684.1: 519 aa
ALB34683.1: 505 aa
ALB34681.1: 506 aa
ALB34680.1: 503 aa
ALB34679.1: 503 aa
ALB34678.1: 502 aa
ALB34677.1: 520 aa
ALB34676.1: 519 aa
ALG00128.1: 495 aa
ALG00127.1: 495 aa
ALG00125.1: 495 aa
ALG00124.1: 495 aa
ALG00122.1: 495 aa
ALG00121.1: 495 aa
ALG00120.1: 495 aa
ALG00119.1: 495 aa
AKV56246.1: 495 aa
AKV56240.1: 495 aa
AKV56239.1: 495 aa
AKV56234.1: 495 aa
AIE47920.1: 495 aa
AIE47916.1: 495 aa
AIE47912.1: 495 aa
AIE47911.1: 495 aa
BAQ36625.1: 495 aa
BAQ36624.1: 495 aa
BAQ36622.1: 495 aa
BAQ36620.1: 495 aa
BAQ36619.1: 495 aa
BAQ36618.1: 495 aa
BAQ36616.1: 495 aa
AJQ21252.1: 494 aa
AJQ21248.1: 494 aa
AJQ21236.1: 494 aa
AJQ21234.1: 494 aa
AJQ21233.1: 494 aa
AJQ21232.1: 494 aa
AJQ21231.1: 494 aa
AJQ21230.1: 494 aa
AJQ21229.1: 494 aa
AJQ21223.1: 494 aa
AJQ21221.1: 494 aa
AJQ21219.1: 494 aa
AJQ21218.1: 494 aa
AJQ21212.1: 494 aa
AJQ21211.1: 494 aa
AJQ21209.1: 494 aa
AJQ21203.1: 494 aa
AJQ21198.1: 494 aa
AJQ21197.1: 494 aa
AJQ21196.1: 494 aa
AJW83538.1: 495 aa
AJW83536.1: 483 aa
AJW83535.1: 487 aa
AJW83534.1: 487 aa
AJW83533.1: 460 aa
AJW83531.1: 495 aa
AJW83530.1: 495 aa
AJW83529.1: 487 aa
AJW83528.1: 487 aa
AJW83526.1: 487 aa
AJW83525.1: 487 aa
AJW83522.1: 487 aa
AJW83516.1: 495 aa
AJR21212.1: 490 aa
AJR21211.1: 490 aa
AIW42857.1: 495 aa
AIW42850.1: 495 aa
AIW04786.1: 495 aa
AIP91365.1: 495 aa
AIK26836.1: 495 aa
AIE43963.1: 504 aa
AHM92276.1: 493 aa
AHM92270.1: 493 aa
AHN55106.1: 524 aa
AHJ80975.1: 495 aa
AHI16566.1: 495 aa
AHI16565.1: 495 aa
AHI16563.1: 495 aa
AHI16562.1: 495 aa
AHB63938.1: 495 aa
AHB63933.1: 495 aa
AHB63932.1: 495 aa
AHB63930.1: 495 aa
AHA93448.1: 495 aa
AHA93447.1: 495 aa
AHA93441.1: 495 aa
AHA93440.1: 495 aa
AHA93439.1: 495 aa
AHA93437.1: 495 aa
AHA93435.1: 495 aa
AHA93433.1: 495 aa
AHA93429.1: 495 aa
AHA93428.1: 495 aa
AHA93427.1: 495 aa
AHA93424.1: 495 aa
AHA93423.1: 495 aa
AHA93420.1: 495 aa
AHA93417.1: 495 aa
AHA93416.1: 495 aa
AHA93414.1: 495 aa
AHA93410.1: 495 aa
AHA93405.1: 495 aa
AHA93402.1: 495 aa
AHA93398.1: 495 aa
AHA93394.1: 495 aa
AFE84699.1: 495 aa
AFE84679.1: 495 aa
AGT63058.1: 495 aa
AGT63056.1: 495 aa
AGR44690.1: 495 aa
AGR44689.1: 495 aa
AGR44688.1: 495 aa
AGR44686.1: 495 aa
AGJ83842.1: 505 aa
AGP75659.1: 495 aa
AGN96192.1: 495 aa
AGN96189.1: 495 aa
AGN96187.1: 495 aa
AGN96181.1: 495 aa
AFI61418.1: 495 aa
AFI61417.1: 495 aa
AFI61415.1: 495 aa
AFV28816.1: 493 aa
AFR53954.1: 493 aa
AFX96279.1: 495 aa
AFX96278.1: 495 aa
AFX96277.1: 495 aa
AFX96267.1: 495 aa
AFX96263.1: 495 aa
AFX96255.1: 495 aa
AFX96242.1: 495 aa
AFX96231.1: 495 aa
AFX96230.1: 495 aa
AFX96229.1: 495 aa
AFX96226.1: 495 aa
AFX96221.1: 495 aa
AFX96219.1: 495 aa
AFX96215.1: 495 aa
AFX96198.1: 495 aa
AFX96188.1: 495 aa
AFX96186.1: 495 aa
AFX96184.1: 495 aa
AFX96182.1: 495 aa
AFX96179.1: 495 aa
AFX96172.1: 495 aa
AFX96163.1: 495 aa
AGD80731.1: 495 aa
AGD80726.1: 495 aa
AGD80724.1: 495 aa
AGD80723.1: 495 aa
AGD80708.1: 495 aa
AGD80680.1: 495 aa
AGD80676.1: 495 aa
AFV30170.1: 493 aa
AFV30169.1: 493 aa
AFV30168.1: 493 aa
AFV28864.1: 493 aa
AFV28863.1: 493 aa
AFV28862.1: 493 aa
AFV28859.1: 493 aa
AFV28858.1: 493 aa
AFV28855.1: 493 aa
AFV28854.1: 493 aa
AFV28828.1: 493 aa
AFN85154.1: 495 aa
AFN85148.1: 495 aa
AFN85147.1: 495 aa
AFN85146.1: 495 aa
AFN85145.1: 495 aa
AFN85143.1: 495 aa
AFN85142.1: 495 aa
AFN85140.1: 495 aa
AFN85138.1: 495 aa
AFN85136.1: 495 aa
AFN85135.1: 495 aa
AFN85134.1: 495 aa
AFN85133.1: 495 aa
AFN85132.1: 495 aa
AFN85131.1: 495 aa
AFN85128.1: 495 aa
AFN85126.1: 495 aa
AFN85120.1: 495 aa
AFN85118.1: 495 aa
AFN85116.1: 495 aa
AFN85112.1: 495 aa
AFN85110.1: 495 aa
AFV79622.1: 497 aa
AFV79621.1: 497 aa
BAL04657.1: 495 aa
BAL04643.1: 495 aa
BAL04642.1: 495 aa
BAL04640.1: 495 aa
BAL04639.1: 495 aa
BAL04638.1: 495 aa
AFV09225.1: 497 aa
AFV09220.1: 497 aa
AFV09217.1: 497 aa
AFV09215.1: 497 aa
AFU75220.1: 495 aa
AFI80798.1: 495 aa
AFI80797.1: 495 aa
AFI80794.1: 495 aa
AFI71651.1: 495 aa
AFI71647.1: 495 aa
AFI71645.1: 495 aa
AFI71644.1: 495 aa
AFI71640.1: 495 aa
AFI71639.1: 495 aa
AFI71632.1: 495 aa
AFI71631.1: 495 aa
AFI71628.1: 495 aa
AFI71625.1: 495 aa
AFI71623.1: 495 aa
AFI71617.1: 495 aa
AFI71616.1: 495 aa
AFI71612.1: 495 aa
AFI71611.1: 495 aa
AFI71610.1: 495 aa
AFI71605.1: 495 aa
AFI71603.1: 495 aa
AFI71602.1: 495 aa
AFI71598.1: 495 aa
AFI71597.1: 495 aa
AFI71594.1: 495 aa
AFI71590.1: 495 aa
AFI71586.1: 495 aa
AFI71580.1: 495 aa
AFI71578.1: 495 aa
AFI71577.1: 495 aa
AFI71572.1: 495 aa
AFI71571.1: 495 aa
AFI71569.1: 495 aa
AFI71566.1: 495 aa
AFI71564.1: 495 aa
AFI71558.1: 495 aa
AFI71554.1: 495 aa
AFI71550.1: 495 aa
AFI71548.1: 495 aa
AFI71540.1: 495 aa
AFI71539.1: 495 aa
AFI71534.1: 495 aa
AFI71527.1: 495 aa
AFI71525.1: 495 aa
AFI71523.1: 495 aa
AFI71520.1: 495 aa
AFI71513.1: 495 aa
AFI71505.1: 495 aa
AFI71504.1: 495 aa
AFI71498.1: 495 aa
AFI71496.1: 495 aa
AFO68123.1: 495 aa
AFO68122.1: 495 aa
AFM68488.1: 495 aa
AFM68485.1: 495 aa
AFA50304.1: 495 aa
AFA50303.1: 495 aa
AFA50302.1: 495 aa
AFA50296.1: 495 aa
AFA50293.1: 495 aa
AFI61427.1: 495 aa
AFI61426.1: 495 aa
AFI32817.1: 495 aa
AFI32815.1: 495 aa
AFI32812.1: 495 aa
AFG28955.1: 495 aa
AFG28944.1: 495 aa
AFG28942.1: 495 aa
AFG28937.1: 495 aa
AFG28936.1: 495 aa
AFG28935.1: 495 aa
AFG28933.1: 495 aa
AFG28932.1: 495 aa
AFG28928.1: 495 aa
AFG28927.1: 495 aa
AFG28924.1: 495 aa
AFG28922.1: 495 aa
AFG28920.1: 495 aa
AFG28919.1: 495 aa
AFG28918.1: 495 aa
AFG28915.1: 495 aa
AFD61539.1: 493 aa
AFD61526.1: 495 aa
AFD61525.1: 495 aa
AFD61524.1: 474 aa
AFD61520.1: 455 aa
AFD61512.1: 495 aa
AFD61505.1: 495 aa
AFD61500.1: 495 aa
AAW69294.1: 495 aa
AAV49745.1: 495 aa
AAV49744.1: 495 aa
AAR01112.1: 495 aa
AAR01110.1: 495 aa
AAR01109.1: 495 aa
AAR01108.1: 495 aa
AAR01107.1: 495 aa
AAR01106.1: 495 aa
AAR01104.1: 495 aa
AEV54596.1: 495 aa
AEV54590.1: 495 aa
AEV54588.1: 495 aa
AEV54585.1: 495 aa
BAC77227.1: 495 aa
BAC77226.1: 495 aa
BAC77224.1: 495 aa
BAC77223.1: 495 aa
BAC77222.1: 495 aa
BAC77220.1: 495 aa
BAC77218.1: 495 aa
BAC77217.1: 495 aa
BAC77215.1: 495 aa
BAC77213.1: 495 aa
BAC77212.1: 495 aa
CAN89051.1: 495 aa
CAN89047.1: 495 aa
CAN89046.1: 495 aa
BAA19745.1: 495 aa
CAA53808.1: 495 aa
AXU40361.1: 495 aa
AXU40350.1: 495 aa
AXU40349.1: 495 aa
AXU40347.1: 495 aa
AXU40346.1: 495 aa
AXU40345.1: 495 aa
AXU40344.1: 495 aa
AXU40342.1: 495 aa
AXU40341.1: 495 aa
AXU40340.1: 495 aa
AXU40336.1: 495 aa
AXU40332.1: 495 aa
AXU40329.1: 495 aa
AXU40325.1: 495 aa
BAP82402.1: 495 aa
ALT57153.1: 493 aa
ALT57146.1: 493 aa
ALT57137.1: 493 aa
ALT57134.1: 493 aa
ALT57133.1: 493 aa
ALT57130.1: 493 aa
ALT57129.1: 493 aa
ALT57127.1: 493 aa
ALT57121.1: 493 aa
ALT57119.1: 493 aa
ALT57114.1: 493 aa
ALT57112.1: 493 aa
ALT57110.1: 493 aa
ALT57100.1: 493 aa
ALT57093.1: 493 aa
ALT57069.1: 493 aa
ALT57066.1: 492 aa
ALT57062.1: 493 aa
ALT57061.1: 493 aa
ALT57060.1: 493 aa
ALT57057.1: 493 aa
ALT57051.1: 493 aa
ALT57041.1: 493 aa
ALT57038.1: 493 aa
ALT57035.1: 493 aa
AJT59756.1: 495 aa
AJT59755.1: 495 aa
AJT59753.1: 495 aa
AHJ10505.1: 495 aa
AHJ10504.1: 495 aa
AHJ10501.1: 495 aa
AHJ10499.1: 495 aa
AHJ10498.1: 495 aa

LENGTH STATISTICS:
Average: 495.9 aa
Min: 455 aa
Max: 543 aa
